SAMPLE,WATERDEPTH_M,SST_C,CHL_AVG,CHL
8-50,-140.850625,18.0529796,0.174,(null)
66-66,-130.4875,22.3606184,0.3269,(null)
8-45,-1199.676075,17.06,0.4022,1.095771909
53-81,-1685.490444,13.27,0.1543,0.224518567
19-37,-2072.05005,22.57,0.1403,0.151634127
86-13,0.1121,11.22,0.1456,0.123979017
86-62,0.1121,8.67,0.1659,0.140341252
86-86,0.1121,7.07,0.1235,0.142165482
87-35,0.1121,6.05,1.1591,0.332743227
89-14,0.1121,7.32,0.2087,0.10257379
93-5,0.1121,8.92,0.1487,0.123748466
93-41,-3418.67505,8.78,0.1494,0.229344979
119-13,-5319.256381,15.89,0.2471,0.210774094
144-36,-3576.603631,4.24,0.136,0.110807911
144-79,0.1121,3.21,0.2623,0.132560134
144-80,0.1121,3.12,0.1147,0.133263782
155-24,0.1121,6.07,0.1346,0.139005765
158-50,0.1121,0.73,0.1439,0.25066489
158-72,0.1121,0.76,0.1386,0.354692698
159-25,0.1121,1.45,0.1299,0.507082582
160-8,0.1121,2.98,0.1637,0.138138831
167-57,0.1121,14.27,0.1816,0.789622545
165-37,-3993.644956,10.16,0.1935,0.288124084
162-19,0.1121,7.9,0.1534,0.208092585
162-20,0.1121,7.92,0.3806,0.22797896
209-41,0.1121,2.31,0.1613,0.159848362
209-77,0.1121,0.69,0.138,0.1467527
215-61,0.1121,9.94,0.2024,0.319173902
214-85,-36.085,16.458188,0.1694,0.349153578
220-16,-4470.694325,1.25,0.2747,0.121141836
220-66,-4406.235725,-0.25,0.34,(null)
219-23,-4440.294231,3.7,0.1389,0.178432107
221-70,0.1121,11.74,0.1729,0.271882951
385-57,-709.725625,16.2628408,0.3219,0.194695473
325-25,-5163.104375,16.97,0.3305,0.074423604
270-61,-4930.749375,19.05,0.1451,0.11409384
343-9,-1035.065625,21.59,0.3822,0.218633503
343-29,-1291.286875,21.15,0.2566,0.213800997
373-105,-5512.055,14.8929102,0.2394,0.140482217
401-21,-67.01,15.6013824,0.1868,0.268490165
403-9,-5558.99875,15.8476324,0.3684,0.288586438
271-41,-84.55625,25.14,0.4252,0.402196318
304-17,-74.375625,21.07,0.2762,0.355548173
307-21,-85.576875,15.49,0.33,0.405773461
316-33,-3367.6475,10.63,0.813,0.177381024
306-1,-64.82,13.5,0.2099,0.469687819
408-69,-5564.64,16.0258269,0.5231,0.256167948
139-59,-4352.518369,2.2750633,0.2526,(null)
148-9,0.1121,(null),0.4205,(null)
148-27,-2559.174169,13.3779797,0.3178,(null)
143-50,-3652.642,8.2475632,0.1148,(null)
141-41,-4447.538313,6.4749938,0.1475,(null)
365-49,-59.37375,15.9047158,0.1964,2.389224291
384-25,-107.0925,22.314299,0.3614,0.235308141
158-48,0.1121,0.99,0.1564,0.264356166
161-51,0.1121,6.43,0.2217,0.144650787
8-54,-601.49625,17.4940213,0.1517,(null)
43-49,-1796.878256,23.22,0.3742,0.261054426
77-49,-860.3456,18.91,0.127,0.462928385
94-20,0.1121,10.66,0.1766,0.24500756
245-81,-4881.94375,18.6,0.2522,0.074907117
302-61,-103.219375,20.4,0.2003,0.323588401
330-45,-223.221875,15.56,0.1743,0.333450735
161-85,-4211.531388,7.15,0.2026,0.126454547
162-89,0.1121,10.53,0.143,0.19212532
186-21,0.1121,22.25,0.7133,0.149378404
189-113,-2895.90565,15.83,0.1564,0.261216044
207-7,0.1121,12.65,0.9238,0.360653579
208-33,-3197.685538,11.06,0.1901,(null)
213-73,-62.875625,14.36,0.2069,0.258881509
211-20,0.1121,16.01,0.1648,3.267497301
220-30,-4434.196588,0.74,0.3908,0.134308472
149-41,-3011.408413,6.0920077,0.1312,(null)
143-6,0.1121,(null),0.2721,(null)
139-92,0.1121,(null),0.2205,(null)
148-80,0.1121,(null),0.2012,(null)
149-32,-3241.24735,6.9606882,0.1179,(null)
2-21,-2507.434644,18.35,0.4269,0.416421473
3-81,-757.0053563,18.13,0.499,0.309216946
209-2,0.1121,2.69,0.1667,0.123630494
209-19,0.1121,2.52,0.1645,0.10291896
7-9,-830.8857375,24.3,0.3628,0.911191404
2-1,-357.4963813,19.77,0.3423,0.696131468
6-25,-2897.370944,17.19,0.732,0.355929703
6-69,-161.1306125,12.76,0.175,0.567135692
66-1,-64.33541875,22.44,0.3319,0.608650923
4-53,-1469.387094,15.55,0.3344,0.313502103
192-57,-4455.398769,15.83,0.1292,(null)
81-33,-641.25445,17.43,0.1869,0.285377115
81-53,-279.2364875,16.29,0.1527,1.013344526
86-45,0.1121,9.75,0.1095,0.140208736
87-11,0.1121,6.44,0.4166,0.21280463
87-27,0.1121,6.26,0.3484,0.260799974
87-33,-4503.706644,6.19,0.2418,0.315562844
87-36,0.1121,5.84,0.1703,(null)
93-8,0.1121,8.88,0.1257,0.142821074
93-51,0.1121,8.95,0.1834,0.188530102
108-81,-27.0906875,12.18,0.375,0.603004694
146-22,0.1121,2.51,0.165,0.101449527
144-23,-3299.493413,4.48,0.275,0.12857917
144-60,0.1121,3.98,0.1288,0.114289269
156-1,-3745.341975,5.32,0.3465,0.119060427
157-37,0.1121,2.81,0.157,0.130671099
159-12,0.1121,1.05,0.5354,(null)
159-71,0.1121,2.12,0.1391,0.179927438
159-84,0.1121,2.05,0.1505,0.258142173
163-66,0.1121,9.94,0.217,0.18309398
167-43,0.1121,13.22,0.2356,0.212601259
166-37,0.1121,3.1,0.2949,0.201929301
169-13,-403.116425,16.41,0.1507,0.518955946
183-21,-1694.186913,19.76,0.1494,0.209925339
208-35,0.1121,11.02,0.1656,(null)
209-74,0.1121,0.34,0.309,0.246646062
215-40,-4622.839956,9.95,0.3219,0.283304602
215-68,0.1121,9.46,0.3047,0.280342847
206-13,-85.79,21.5,0.4652,0.305062592
219-13,-4411.745725,4.2,0.2388,0.172166079
241-5,-70.870625,15.3962436,0.7228,0.310322374
385-1,-122.1275,20.4762434,0.6371,0.28895545
385-13,-2069.6475,20.1979101,0.1793,0.432795227
323-13,-73.924375,16.06,0.3203,0.132185921
333-13,-857.754375,24.42416,0.3734,0.120259635
299-81,-21.35375,16.88,0.1388,1.01720345
346-85,-96.98375,20.39,0.1987,0.642108738
404-89,-124.73125,20.1849934,0.4351,0.158595756
349-5,-76.349375,12.12,0.3664,0.46451351
349-29,-367.394375,13.17,0.289,0.194588214
271-53,-118.77125,24.5,0.4055,0.284168035
321-6,0.1121,12.52,0.3554,0.371437758
321-10,0.1121,12.2,0.1527,0.466503918
245-85,-4977.209375,18.65,0.4993,0.090731852
315-16,-4470.624731,12.22,0.2387,0.233248249
302-17,-79.98269231,23.15,0.2256,0.438709974
316-55,-4190.5386,11.1342298,0.3115,0.168174401
296-1,-53.61875,25.65,0.3759,0.132622838
148-32,0.1121,(null),0.3021,(null)
142-1,-4258.125431,7.410341,0.1834,(null)
299-21,-82.555,16.12,1.2047,0.340795815
141-27,0.1121,(null),0.1317,(null)
141-66,-4405.698631,6.4906188,0.1698,(null)
141-49,0.1121,(null),0.1626,(null)
373-117,-5581.685625,15.0595075,0.2319,0.159281507
147-7,-3374.2302,4.7,0.1445,0.099819943
147-20,-3004.264025,5.07,0.1032,0.126502573
147-63,0.1121,8.3,0.139,0.160697252
144-1,-2901.6244,5.44,0.1374,0.116600737
158-7,0.1121,2.32,0.3139,0.175545901
158-23,-4565.285731,2.29,0.1723,0.204244286
160-80,-4368.529956,4.57,0.1658,(null)
161-10,0.1121,5.29,0.1939,0.139247835
167-29,-1560.176056,12.26,0.1426,0.232875645
8-61,0.1121,15.29,0.1646,0.453870326
66-5,-705.6053375,22,0.1984,0.213376969
12-14,-122.3075,23.2990906,0.2256,(null)
12-33,-834.9909563,22.95,0.2087,1.09329164
83-38,-1086.325,19.0870768,0.1403,(null)
89-36,0.1121,6.78,0.1267,0.102899551
90-7,0.1121,5.37,0.396,0.24238731
92-1,-3205.309006,3.44,0.1299,0.305134386
190-49,-1204.513244,18.67,0.1428,0.327333182
146-6,0.1121,1.98,0.3131,0.117164165
349-17,-75.45625,12.62,0.1161,0.313666523
265-1,-4986.208125,14.8034658,0.3321,0.38044095
305-5,-145.63625,18.52,0.4248,0.286208451
142-51,0.1121,(null),0.177,(null)
149-75,-3290.98425,4.747841,0.1069,(null)
166-21,0.1121,3.09,0.2239,0.132623717
189-1,0.1121,15.91,0.1767,0.346203029
208-23,-4042.56155,10.34,0.1629,0.200396493
209-86,0.1121,0.12,0.4157,0.141044155
214-53,-73.66125,15.9402019,0.6212,0.292202443
211-68,0.1121,13.94,0.3862,0.452198386
220-38,-4359.538869,0.8,0.1949,(null)
402-37,-5295.409375,15.1587436,0.4558,0.195087865
346-61,-3203.229375,19.78,0.4297,0.498827547
149-57,0.1121,(null),0.1188,(null)
143-9,0.1121,(null),0.2227,(null)
140-29,-3985.018169,3.4692299,0.1982,(null)
139-54,0.1121,(null),0.2346,(null)
148-50,-2623.461544,12.1184659,0.2351,(null)
164-91,0.1121,1.8561666,0.132,(null)
141-72,0.1121,(null),0.1424,(null)
83-18,-2364.118125,20.1979101,0.3125,(null)
67-18,0.1121,13.91,0.5273,0.318756402
4-77,-37.726575,13,0.375,0.529230654
176-33,-867.9016063,24.79,0.1539,0.183402821
209-8,0.1121,2.24,0.1561,0.134000391
45-17,-1005.835981,17.82,0.2979,0.410057366
1-17,-903.4564375,20.55,0.3911,0.190478489
6-57,-1466.598425,15.43,0.1834,0.360700607
7-5,-605.9661188,23.33,0.158,0.461532921
76-1,-10.880075,17.81,0.1366,0.307680398
86-51,0.1121,9.36,0.2288,0.123985901
87-1,0.1121,6.84,0.3291,0.193010479
87-8,0.1121,6.4,0.1107,0.196227506
87-69,-4676.250894,4.69,0.16,0.181953505
93-9,0.1121,9.17,0.1256,0.141094536
94-2,0.1121,9.56,0.2474,0.283833355
146-8,0.1121,1.86,0.1144,0.107615106
144-62,0.1121,3.83,0.2529,0.112563647
157-18,0.1121,3.48,0.1402,0.158816561
160-40,-4268.750131,3.47,0.1697,0.147762403
165-67,-4288.386569,10.63,0.1985,0.37721312
166-18,0.1121,2.77,0.6402,0.124609247
177-69,-95.4941125,17.78,0.2411,0.646108627
170-21,-5258.469744,17.46,0.2295,0.1799355
214-77,-55.044375,16.2060352,0.5983,0.153143749
216-55,0.1121,6.94,0.5309,0.165280521
215-56,-4242.326481,10.04,0.9882,0.364689797
215-60,0.1121,9.96,0.3957,0.470105886
241-17,-68.985,15.2543686,0.341,0.297908723
254-5,-86.85125,20.9772851,0.0984,0.385418862
299-25,-85.263125,16.49,0.1824,(null)
392-49,-4225.558125,20.0985351,0.2908,0.257352561
346-53,-3147.555,20.23,0.1223,0.389535695
358-69,-157.7975,16.9620769,0.3864,0.716291785
321-5,-4344.7575,12.48,0.1707,0.373982757
321-79,-3942.52855,8.91,0.37,0.146725923
315-46,-2906.0106,13.45,0.2943,0.467782736
315-47,-2993.110975,13.35,0.3444,0.450032681
316-3,0.1121,8.307888,0.6174,0.105471745
316-62,-4302.135694,11.2672853,0.3501,0.143053651
339-29,-46.725625,24.5374934,0.4983,0.586296976
166-13,0.1121,2.64,0.1521,0.183185264
139-71,0.1121,(null),0.2188,(null)
148-70,-4393.106688,11.427077,0.2202,(null)
148-24,-2882.358744,14.1537436,0.2988,(null)
140-7,0.1121,(null),0.2183,(null)
140-49,-3922.314175,4.2745077,0.1346,(null)
141-10,-4239.216469,5.5642299,0.1541,(null)
141-11,-4236.707038,5.5549243,0.1451,(null)
141-74,0.1121,(null),0.1323,(null)
221-39,0.1121,13.15,0.2666,0.192994744
147-31,-2866.527819,5.54,0.1266,0.127281591
156-10,0.1121,4.47,0.0985,0.143896997
158-27,-4539.694369,1.76,0.1194,0.199228689
160-6,0.1121,2.51,0.2657,(null)
160-11,0.1121,2.7,0.182,0.167844281
160-41,0.1121,3.46,0.1535,0.178451136
160-53,-4289.745925,3.81,0.736,0.177021682
3-61,-1126.056281,19.59,0.1844,0.279236197
2-68,0.1121,(null),0.1569,(null)
52-85,0.1121,13.99,1.8525,0.1686268
43-61,-1020.173394,23.61,0.3879,0.2634525
61-21,-377.7326125,23.53,0.1401,0.191855609
82-10,-109.143125,23.2157573,0.3167,(null)
64-17,0.1121,26.45,0.1495,0.204969645
130-13,-4681.093256,16.05,0.1383,0.794567585
358-49,-119.633125,19.1635351,0.1436,0.377011448
265-69,-2384.665625,17.7122157,0.3788,0.218632147
311-17,-48.729375,23.8753406,0.31,0.936705232
305-57,-2207.34375,15.07,0.1925,0.353613645
408-81,-5584.890625,15.9972158,0.1965,0.298426926
142-66,0.1121,(null),0.2046,(null)
142-19,0.1121,(null),0.181,(null)
149-62,-2957.086388,4.9729105,0.1414,(null)
189-93,-4655.295456,15.4,0.1665,0.268193513
207-10,0.1121,12.49,0.1778,(null)
209-87,0.1121,0.05,0.485,0.084090792
216-37,-3499.863825,7.33,0.1669,0.191828057
402-85,-5566.523125,16.0324935,0.4086,0.223219842
304-9,-101.239375,22.04,0.1878,0.311728835
148-71,-4410.013681,11.3840909,0.2027,(null)
169-33,-2145.356681,15.56,0.2685,0.47416532
67-19,0.1121,14.1,0.1362,0.194791451
67-29,-603.0152563,14.08,0.3676,0.244562477
67-57,-151.632725,14.57,0.4954,0.279942393
75-17,-2211.41435,13.51,0.5608,0.826279283
100-9,-1225.400894,18.9,0.1896,0.38319248
19-45,-931.336925,20.16,0.2549,0.252994239
45-61,-42.5285875,15.4,0.5241,0.52926445
81-57,-163.3435625,16.31,0.1856,1.034326315
86-7,-4066.202956,11.19,0.1438,0.186998174
87-41,-4482.158894,5.5,0.2629,0.349862993
88-10,0.1121,3.63,0.3614,0.137538403
82-68,-964.3709375,25.3244378,0.2437,(null)
93-25,-4234.503613,8.6,0.1444,0.180993468
185-13,-421.7157625,20.53,0.1465,0.217783004
147-37,-2970.47615,5.86,0.1216,0.12420278
147-65,0.1121,8.16,0.1301,0.118710816
144-30,-3471.113669,4.36,0.1326,0.122076549
155-40,0.1121,5.08,0.0997,0.134893432
157-23,0.1121,3.15,0.2357,0.143882468
161-35,0.1121,5.66,0.3236,0.132306337
155-13,-2573.3821,6.24,0.1597,0.152191788
163-34,0.1121,10.28,0.1249,0.265357733
169-5,-97.46755,16.8,0.2786,0.464703053
169-45,-4000.956081,16.26,0.225,0.330304176
170-1,-5057.307425,16.69,0.2359,0.166968048
187-13,-955.722525,13.12,0.199,0.224020317
164-38,0.1121,4.72,0.147,(null)
162-5,0.1121,6.54,0.3937,0.14651005
207-74,0.1121,9.26,0.3807,(null)
208-44,0.1121,12.57,0.1749,0.187793761
209-50,0.1121,2.04,0.1744,0.162048236
212-33,-129.513125,15.8422852,0.233,0.323600888
219-8,-4384.863913,5.22,0.4451,0.159846142
220-12,-4452.243025,1.36,0.2411,0.14506565
373-113,-5523.1575,14.9531186,0.5087,0.135120302
366-29,-1897.001875,15.99,0.4173,0.154151291
323-21,-80.401875,16.58,0.2968,0.159329385
323-73,-52.469375,17.93,0.6105,0.180522233
268-41,-107.36875,21.52,0.4037,0.322648883
270-45,-2307.895625,19.31,0.1826,0.117301166
400-1,-406.681875,22.2120767,0.8037,0.233117908
400-25,-116.905,22.3606184,0.3269,0.311661124
344-81,-60.981875,12.31,0.275,0.514281929
239-13,-50.683125,28.26,0.243,0.368941367
315-6,-4333.509406,11.69,0.2553,0.240631416
315-31,-4706.860206,12.45,0.3195,0.177293956
316-20,0.1121,9.2725323,0.2352,0.126127884
316-35,-3288.869819,10.1031187,0.4681,0.176278964
305-45,-132.709375,15.49,0.1837,1.712020993
336-17,-4644.185625,11.1349242,0.6714,(null)
306-73,-56.211875,14.43,0.1971,0.343575358
360-69,-3810.61375,11.72,0.4184,0.19519639
296-5,-48.816875,25.52,0.2333,0.150944039
324-1,-30.16125,20.01,0.2987,0.446727335
139-79,0.1121,(null),0.2163,(null)
160-90,-4441.892456,5.4479104,0.1096,(null)
141-8,-4263.646688,5.5821466,0.1454,(null)
141-35,-4277.439525,6.1670771,0.1318,(null)
398-13,-45.03875,23.5074934,0.2763,0.26012671
146-80,-3580.955819,3.91,0.1389,0.130211219
145-17,0.1121,1.71,0.1374,0.180394262
157-15,-4498.228444,3.57,0.1548,0.175538912
2-29,-2925.81365,18.31,0.289,0.353767931
94-6,0.1121,10.4,0.1329,0.250310063
83-17,0.1121,21.97,0.192,0.176355064
87-67,-4671.920631,4.68,0.1633,0.171895042
98-29,-891.9364438,23.63,0.2552,0.37408331
116-25,-5467.973838,18.09,0.1547,0.130696103
364-29,-2234.70625,19.86,0.1936,0.200194702
245-93,-5059.41125,18.57,0.4926,0.092691541
142-63,0.1121,(null),0.1725,(null)
157-56,0.1121,2.651077,0.1108,(null)
149-59,0.1121,(null),0.1214,(null)
164-64,-4173.836513,3.12,0.1528,0.116386414
163-2,0.1121,11.44,0.1409,0.47941792
189-25,-2181.997475,15.42,0.1573,0.262936741
182-33,-4728.117475,19.44,0.3277,0.100360803
182-45,-4530.655094,19.83,0.1711,0.118825361
148-14,0.1121,(null),0.3959,(null)
6-17,-2002.684794,17.06,0.4099,0.357025504
114-37,-5254.0749,19.71,0.2055,0.105700687
209-35,0.1121,2.2,0.5476,0.133393809
76-81,-1.98346875,18.25,0.237,0.758483291
67-21,-276.9898063,14.08,0.1559,0.194916725
68-21,-1436.686444,12.96,0.1909,0.47862339
12-34,-89.58875,22.3691601,0.1745,(null)
7-65,-896.3921313,20.84,0.3187,0.296347737
86-53,0.1121,8.94,0.1435,0.118868783
91-48,-3169.675156,3.29,0.1623,0.184553459
92-12,-3321.004756,4.48,0.1385,0.107368484
108-33,-2477.294831,17.44,0.1525,0.356468886
147-76,0.1121,9.19,0.1707,0.133103937
145-11,0.1121,2.08,0.3021,0.277648211
160-24,-4407.816675,2.85,0.4585,0.191455364
160-70,-4363.041331,4.01,0.1853,0.163848966
155-5,0.1121,6.63,0.1664,0.159347087
163-24,0.1121,10.8,0.1509,0.254601568
163-42,0.1121,9.64,0.268,0.214351192
164-24,0.1121,4.82,0.2168,(null)
166-47,-3332.517488,3.32,0.2962,0.142693222
164-53,0.1121,3.22,0.2803,0.214430556
162-17,0.1121,7.83,0.4513,0.167741597
208-31,0.1121,10.98,0.1492,0.227856502
191-5,0.1121,14.98,0.1547,0.458416253
191-65,0.1121,14.4,0.139,(null)
209-42,0.1121,2.34,0.5635,0.155570909
215-5,-3401.960075,11.42,0.1607,0.41765967
215-26,0.1121,10,0.2762,0.355506897
215-59,-4057.2747,9.98,0.3033,0.440916032
367-61,-4643.995,17.81,0.3971,0.102004796
241-29,-127.57625,15.6858269,0.2897,0.22405225
254-13,-130.7375,21.5006879,0.6497,0.485854685
268-33,-757.1425,22.62,1.1334,0.235621974
343-73,-2107.4675,18.79,0.1782,0.280329615
346-33,-225.675,16.99,0.1179,0.621084392
404-73,-565.505625,18.9625629,0.8379,0.189206883
349-45,-337.718125,14.16,0.5899,0.192270935
304-1,-242.773125,21.87,0.6507,0.326045245
358-89,-58.215,15.5446463,0.5225,0.220080331
321-7,0.1121,12.52,0.1279,0.314036012
245-1,-35.944375,21.84,0.4602,0.242776722
315-57,-2321.96875,14.22,0.2487,0.418316722
316-61,-4425.65875,12.53,0.2627,0.158060879
306-13,-64.97875,13.73,0.2199,0.343996942
359-33,-4679.816026,11.59,0.2347,0.405604839
333-17,-705.894375,24.3694378,0.4523,0.090437405
333-33,-32.06,23.1270767,0.3323,0.618943453
148-16,0.1121,(null),0.3755,(null)
270-49,-3086.93625,19.33,0.2429,0.123411104
140-76,-4381.357813,5.6024243,0.1808,(null)
141-52,0.1121,(null),0.1446,(null)
139-12,0.1121,(null),0.2563,(null)
221-64,0.1121,12.26,0.2491,0.163683727
146-64,0.1121,4.05,0.132,0.12396057
135-46,-196.44,22.3190906,0.3342,(null)
155-37,-3573.889844,5.44,0.3439,0.128280237
157-29,-4674.5124,2.79,0.1614,0.134027511
160-55,-4284.967225,3.81,0.3305,0.16971761
167-28,0.1121,12.21,0.1533,0.336658478
166-19,0.1121,2.67,0.1735,0.135240689
2-56,0.1121,(null),0.1253,(null)
54-37,0.1121,13.74,0.3358,0.561417043
8-5,-711.1946438,19.93,0.3735,0.316633493
187-45,0.1121,13.82,0.2066,0.319627464
87-56,0.1121,5.02,0.1555,0.182275355
89-19,0.1121,7.31,0.1503,0.098798521
91-20,0.1121,2.35,0.1571,0.15256843
190-13,0.1121,17.37,0.1236,0.227867141
404-53,-4379.585,17.182563,0.4624,0.62690413
142-71,-3592.327231,10.2474242,0.2338,(null)
149-8,-3751.202769,9.7613826,0.1455,(null)
166-22,0.1121,3.17,0.2954,0.141898379
178-49,-79.436875,17.73,0.1627,0.546615183
184-21,-1560.735338,19.5,0.2992,0.230512634
164-33,0.1121,4.91,0.1466,(null)
164-62,-4172.36025,2.91,0.1837,(null)
207-34,0.1121,10.67,0.6737,(null)
207-78,0.1121,9.09,0.2962,(null)
209-79,0.1121,0.79,0.2885,0.161253348
214-65,-46.8675,16.0956185,0.181,0.166930914
211-13,-746.28625,17.52,0.3581,0.568982184
212-21,-80.02375,15.3372158,0.3357,0.376161516
403-57,-5551.728125,16.0820074,0.2742,0.218932122
149-70,-3164.696231,4.7935355,0.1154,(null)
149-56,0.1121,(null),0.1197,(null)
149-40,-3045.712869,6.1354799,0.1298,(null)
143-32,0.1121,(null),0.1898,(null)
143-23,0.1121,(null),0.2375,(null)
143-29,0.1121,(null),0.2647,(null)
143-2,0.1121,(null),0.2421,(null)
140-56,-4079.943413,4.7499243,0.1289,(null)
2-85,-40.90790625,14.2,0.3872,0.540660679
66-50,-1721.97375,22.1603406,0.1499,(null)
108-77,-31.93084375,12.6,0.1182,0.814064562
209-26,0.1121,2.08,0.1745,0.121436991
209-62,0.1121,1.44,0.3267,0.220918447
209-70,0.1121,0.96,0.3043,0.196893036
8-74,-66.94125,15.5736741,0.1868,(null)
4-29,-2838.656006,15.33,0.1863,0.465884656
4-45,-774.871775,14.97,0.1898,0.460245073
62-1,-378.0104688,23.84,0.1494,0.185904831
45-62,-74.730625,15.4801324,0.3217,(null)
86-46,0.1121,9.62,0.2176,0.153435022
86-65,0.1121,8.29,0.14,0.134029001
93-17,0.1121,9.4,0.1288,0.244153515
93-23,-4173.273181,9.02,0.1731,0.168278664
108-69,-56.74333125,12.8,0.1947,0.697086394
144-55,0.1121,4.07,0.3033,0.122404471
158-75,0.1121,0.39,0.1301,0.26491347
160-47,-4284.007044,3.53,0.3294,0.179142147
160-52,-4284.993344,3.67,0.3444,0.169873402
161-75,-4303.72755,6.52,0.1247,(null)
163-57,0.1121,9.68,0.1683,0.170338407
163-73,0.1121,9.23,0.3234,0.206609786
164-25,-4391.09375,4.89,0.2053,(null)
166-3,0.1121,2.88,0.2567,0.141044363
164-39,0.1121,4.42,0.2873,0.18281275
216-81,0.1121,4.91,0.6562,0.095189951
212-53,-54.905,16.0277019,0.4237,0.471237332
220-13,-4452.490456,1.56,0.2793,0.146153912
220-63,-4412.851519,-0.14,0.1611,(null)
219-49,-4208.539056,3.52,0.3519,(null)
367-29,-4705.53125,17.19,0.2766,0.113262363
367-41,-4677.771875,17.57,0.3247,0.10910102
270-37,-1719.78625,18.89,0.3364,0.105673604
343-25,-3803.375,21.28,0.4735,0.204759032
398-77,-17.63983125,29.1340905,0.1882,0.523353398
271-45,-106.709375,25.01,0.217,0.307107896
265-17,-5325.65125,15.1645074,0.269,0.270094275
321-8,0.1121,12.6,0.3499,0.360710829
321-32,-4626.926994,11.84,0.3916,(null)
321-50,0.1121,9.89,0.2197,0.204936713
245-49,-1388.92125,18.72,0.4395,0.118485808
315-20,-4573.011638,12.22,0.9525,0.342294782
316-28,-3158.153781,9.7153409,0.3953,0.174266502
305-53,-568.64125,15.41,0.2741,0.417524785
408-45,-5601.72375,15.8747158,0.2845,0.187752828
148-28,-2439.798069,13.2199242,0.3178,(null)
150-37,0.1121,3.4455494,0.1306,(null)
142-81,0.1121,(null),0.2229,(null)
149-58,0.1121,(null),0.1154,(null)
241-1,-68.7275,15.4315908,0.2752,0.268589705
146-66,0.1121,3.98,0.1295,0.119724452
160-25,-4400.365288,3,0.1763,(null)
160-66,0.1121,3.84,0.1443,0.153860569
164-7,0.1121,5.78,0.211,0.181144074
164-28,-4427.281844,4.99,0.1561,(null)
167-36,0.1121,12.73,0.1285,0.292957306
166-2,0.1121,2.92,0.1878,0.390256166
51-21,-587.3992625,23.12,0.3568,0.480913758
53-29,-4763.873188,13.43,0.1635,0.222526461
192-21,-4885.049744,14.84,0.1664,(null)
321-70,0.1121,9.66,0.3795,0.163479999
321-80,-3936.316675,9.08,0.3344,0.15777877
408-37,-5529.014375,15.9021463,0.4967,0.149104223
